date,risk_free_rate
2023-12-22,6.9441
2023-12-25,6.9441
2023-12-26,6.9441
2023-12-27,6.93
2023-12-28,6.93
2023-12-29,6.93
2024-01-01,6.93
2024-01-02,6.93
2024-01-03,6.9378
2024-01-04,6.9378
2024-01-05,6.9378
2024-01-08,6.9378
2024-01-09,6.9378
2024-01-10,6.9275
2024-01-11,6.9275
2024-01-12,6.9275
2024-01-15,6.9275
2024-01-16,6.9275
2024-01-17,6.9698
2024-01-18,6.9698
2024-01-19,6.9698
2024-01-22,6.9698
2024-01-23,6.9698
2024-01-24,6.9698
2024-01-25,6.9698
2024-01-26,6.9698
2024-01-29,6.9698
2024-01-30,6.9698
2024-01-31,7.0446
2024-02-01,7.0446
2024-02-02,7.0446
2024-02-05,7.0446
2024-02-06,7.0446
2024-02-07,7.0147
2024-02-08,7.0147
2024-02-09,7.0147
2024-02-12,7.0147
2024-02-13,7.0147
2024-02-14,7.0508
2024-02-15,7.0508
2024-02-16,7.0508
2024-02-19,7.0508
2024-02-20,7.0508
2024-02-21,7.0184
2024-02-22,7.0184
2024-02-23,7.0184
2024-02-26,7.0184
2024-02-27,7.0184
2024-02-28,6.9594
2024-02-29,6.9594
2024-03-01,6.9594
2024-03-04,6.9594
2024-03-05,6.9594
2024-03-06,6.8988
2024-03-07,6.8988
2024-03-08,6.8988
2024-03-11,6.8988
2024-03-12,6.8988
2024-03-13,6.8781
2024-03-14,6.8781
2024-03-15,6.8781
2024-03-18,6.8781
2024-03-19,6.8781
2024-03-20,6.8785
2024-03-21,6.8785
2024-03-22,6.8785
2024-03-25,6.8785
2024-03-26,6.8785
2024-03-27,7.0101
2024-03-28,7.0101
2024-03-29,7.0101
2024-04-01,7.0101
2024-04-02,7.0101
2024-04-03,6.8768
2024-04-04,6.8768
2024-04-05,6.8768
2024-04-08,6.8768
2024-04-09,6.8768
2024-04-10,6.8702
2024-04-11,6.8702
2024-04-12,6.8702
2024-04-15,6.8702
2024-04-16,6.8702
2024-04-17,6.8702
2024-04-18,6.8752
2024-04-19,6.8752
2024-04-22,6.8752
2024-04-23,6.8752
2024-04-24,6.92
2024-04-25,6.92
2024-04-26,6.92
2024-04-29,6.92
2024-04-30,6.92
2024-05-01,6.92
2024-05-02,6.9972
2024-05-03,6.9972
2024-05-06,6.9972
2024-05-07,6.9972
2024-05-08,6.9997
2024-05-09,6.9997
2024-05-10,6.9997
2024-05-13,6.9997
2024-05-14,6.9997
2024-05-15,6.9885
2024-05-16,6.9885
2024-05-17,6.9885
2024-05-20,6.9885
2024-05-21,6.9885
2024-05-22,6.8536
2024-05-23,6.8536
2024-05-24,6.8536
2024-05-27,6.8536
2024-05-28,6.8536
2024-05-29,6.8478
2024-05-30,6.8478
2024-05-31,6.8478
2024-06-03,6.8478
2024-06-04,6.8478
2024-06-05,6.8619
2024-06-06,6.8619
2024-06-07,6.8619
2024-06-10,6.8619
2024-06-11,6.8619
2024-06-12,6.837
2024-06-13,6.837
2024-06-14,6.837
2024-06-17,6.837
2024-06-18,6.837
2024-06-19,6.815
2024-06-20,6.815
2024-06-21,6.815
2024-06-24,6.815
2024-06-25,6.815
2024-06-26,6.8034
2024-06-27,6.8034
2024-06-28,6.8034
2024-07-01,6.8034
2024-07-02,6.8034
2024-07-03,6.781
2024-07-04,6.781
2024-07-05,6.781
2024-07-08,6.781
2024-07-09,6.781
2024-07-10,6.7578
2024-07-11,6.7578
2024-07-12,6.7578
2024-07-15,6.7578
2024-07-16,6.7578
2024-07-17,6.7578
2024-07-18,6.7399
2024-07-19,6.7399
2024-07-22,6.7399
2024-07-23,6.7399
2024-07-24,6.713
2024-07-25,6.713
2024-07-26,6.713
2024-07-29,6.713
2024-07-30,6.713
2024-07-31,6.6736
2024-08-01,6.6736
2024-08-02,6.6736
2024-08-05,6.6736
2024-08-06,6.6736
2024-08-07,6.6351
2024-08-08,6.6351
2024-08-09,6.6351
2024-08-12,6.6351
2024-08-13,6.6351
2024-08-14,6.6152
2024-08-15,6.6152
2024-08-16,6.6152
2024-08-19,6.6152
2024-08-20,6.6152
2024-08-21,6.6388
2024-08-22,6.6388
2024-08-23,6.6388
2024-08-26,6.6388
2024-08-27,6.6388
2024-08-28,6.6342
2024-08-29,6.6342
2024-08-30,6.6342
2024-09-02,6.6342
2024-09-03,6.6342
2024-09-04,6.6301
2024-09-05,6.6301
2024-09-06,6.6301
2024-09-09,6.6301
2024-09-10,6.6301
2024-09-11,6.6462
2024-09-12,6.6462
2024-09-13,6.6462
2024-09-16,6.6462
2024-09-17,6.6462
2024-09-18,6.6462
2024-09-19,6.6462
2024-09-20,6.6462
2024-09-23,6.6462
2024-09-24,6.6462
2024-09-25,6.6462
2024-09-26,6.6462
2024-09-27,6.6462
2024-09-30,6.6462
2024-10-01,6.6462
2024-10-02,6.6462
2024-10-03,6.4739
2024-10-04,6.4739
2024-10-07,6.4739
2024-10-08,6.4739
2024-10-09,6.43
2024-10-10,6.43
2024-10-11,6.43
2024-10-14,6.43
2024-10-15,6.43
2024-10-16,6.4515
2024-10-17,6.4515
2024-10-18,6.4515
2024-10-21,6.4515
2024-10-22,6.4515
2024-10-23,6.4797
2024-10-24,6.4797
2024-10-25,6.4797
2024-10-28,6.4797
2024-10-29,6.4797
2024-10-30,6.5116
2024-10-31,6.5116
2024-11-01,6.5116
2024-11-04,6.5116
2024-11-05,6.5116
2024-11-06,6.4437
2024-11-07,6.4437
2024-11-08,6.4437
2024-11-11,6.4437
2024-11-12,6.4437
2024-11-13,6.4395
2024-11-14,6.4395
2024-11-15,6.4395
2024-11-18,6.4395
2024-11-19,6.4395
2024-11-20,6.4395
2024-11-21,6.4581
2024-11-22,6.4581
2024-11-25,6.4581
2024-11-26,6.4581
2024-11-27,6.4929
2024-11-28,6.4929
2024-11-29,6.4929
2024-12-02,6.4929
2024-12-03,6.4929
2024-12-04,6.4287
2024-12-05,6.4287
2024-12-06,6.4287
2024-12-09,6.4287
2024-12-10,6.4287
2024-12-11,6.4478
2024-12-12,6.4478
2024-12-13,6.4478
2024-12-16,6.4478
2024-12-17,6.4478
2024-12-18,6.4726
2024-12-19,6.4726
2024-12-20,6.4726
2024-12-23,6.4726
2024-12-24,6.4726
2024-12-25,6.4726
2024-12-26,6.5489
2024-12-27,6.5489
2024-12-30,6.5489
2024-12-31,6.5489
2025-01-01,6.5961
2025-01-02,6.5961
2025-01-03,6.5961
2025-01-06,6.5961
2025-01-07,6.5961
2025-01-08,6.594
2025-01-09,6.594
2025-01-10,6.594
2025-01-13,6.594
2025-01-14,6.594
2025-01-15,6.6036
2025-01-16,6.6036
2025-01-17,6.6036
2025-01-20,6.6036
2025-01-21,6.6036
2025-01-22,6.6089
2025-01-23,6.6089
2025-01-24,6.6089
2025-01-27,6.6089
2025-01-28,6.6089
2025-01-29,6.5625
2025-01-30,6.5625
2025-01-31,6.5625
2025-02-03,6.5625
2025-02-04,6.5625
2025-02-05,6.4681
2025-02-06,6.4681
2025-02-07,6.4681
2025-02-10,6.4681
2025-02-11,6.4681
2025-02-12,6.4445
2025-02-13,6.4445
2025-02-14,6.4445
2025-02-17,6.4445
2025-02-18,6.4445
2025-02-19,6.4445
2025-02-20,6.4445
2025-02-21,6.4445
2025-02-24,6.4445
2025-02-25,6.4445
2025-02-26,6.4445
2025-02-27,6.449
2025-02-28,6.449
2025-03-03,6.449
2025-03-04,6.449
2025-03-05,6.4896
2025-03-06,6.4896
2025-03-07,6.4896
2025-03-10,6.4896
2025-03-11,6.4896
2025-03-12,6.49
2025-03-13,6.49
2025-03-14,6.49
2025-03-17,6.49
2025-03-18,6.49
2025-03-19,6.505
2025-03-20,6.505
2025-03-21,6.505
2025-03-24,6.505
2025-03-25,6.505
2025-03-26,6.5199
2025-03-27,6.5199
2025-03-28,6.5199
2025-03-31,6.5199
2025-04-01,6.5199
2025-04-02,6.3017
2025-04-03,6.3017
2025-04-04,6.3017
2025-04-07,6.3017
2025-04-08,6.3017
2025-04-09,6.03
2025-04-10,6.03
2025-04-11,6.03
2025-04-14,6.03
2025-04-15,6.03
2025-04-16,5.9354
2025-04-17,5.9354
2025-04-18,5.9354
2025-04-21,5.9354
2025-04-22,5.9354
2025-04-23,5.9048
2025-04-24,5.9048
2025-04-25,5.9048
2025-04-28,5.9048
2025-04-29,5.9048
2025-04-30,5.9036
2025-05-01,5.9036
2025-05-02,5.9036
2025-05-05,5.9036
2025-05-06,5.9036
2025-05-07,5.8792
2025-05-08,5.8792
2025-05-09,5.8792
2025-05-12,5.8792
2025-05-13,5.8792
2025-05-14,5.8392
2025-05-15,5.8392
2025-05-16,5.8392
2025-05-19,5.8392
2025-05-20,5.8392
2025-05-21,5.7124
2025-05-22,5.7124
2025-05-23,5.7124
2025-05-26,5.7124
2025-05-27,5.7124
2025-05-28,5.62
2025-05-29,5.62
2025-05-30,5.62
2025-06-02,5.62
2025-06-03,5.62
2025-06-04,5.5796
2025-06-05,5.5796
2025-06-06,5.5796
2025-06-09,5.5796
2025-06-10,5.5796
2025-06-11,5.3694
2025-06-12,5.3694
2025-06-13,5.3694
2025-06-16,5.3694
2025-06-17,5.3694
2025-06-18,5.3575
2025-06-19,5.3575
2025-06-20,5.3575
2025-06-23,5.3575
2025-06-24,5.3575
2025-06-25,5.4094
2025-06-26,5.4094
2025-06-27,5.4094
2025-06-30,5.4094
2025-07-01,5.4094
2025-07-02,5.3699
2025-07-03,5.3699
2025-07-04,5.3699
2025-07-07,5.3699
2025-07-08,5.3699
2025-07-09,5.3872
2025-07-10,5.3872
2025-07-11,5.3872
2025-07-14,5.3872
2025-07-15,5.3872
2025-07-16,5.3851
2025-07-17,5.3851
2025-07-18,5.3851
2025-07-21,5.3851
2025-07-22,5.3851
2025-07-23,5.3872
2025-07-24,5.3872
2025-07-25,5.3872
2025-07-28,5.3872
2025-07-29,5.3872
2025-07-30,5.397
2025-07-31,5.397
2025-08-01,5.397
2025-08-04,5.397
2025-08-05,5.397
2025-08-06,5.4597
2025-08-07,5.4597
2025-08-08,5.4597
2025-08-11,5.4597
2025-08-12,5.4597
2025-08-13,5.4902
2025-08-14,5.4902
2025-08-15,5.4902
2025-08-18,5.4902
2025-08-19,5.4902
2025-08-20,5.4848
2025-08-21,5.4848
2025-08-22,5.4848
2025-08-25,5.4848
2025-08-26,5.4848
2025-08-27,5.4848
2025-08-28,5.5087
2025-08-29,5.5087
2025-09-01,5.5087
2025-09-02,5.5087
2025-09-03,5.5095
2025-09-04,5.5095
2025-09-05,5.5095
2025-09-08,5.5095
2025-09-09,5.5095
2025-09-10,5.505
2025-09-11,5.505
2025-09-12,5.505
2025-09-15,5.505
2025-09-16,5.505
2025-09-17,5.4976
2025-09-18,5.4976
2025-09-19,5.4976
2025-09-22,5.4976
2025-09-23,5.4976
2025-09-24,5.4749
2025-09-25,5.4749
2025-09-26,5.4749
2025-09-29,5.4749
2025-09-30,5.4749
2025-10-01,5.4881
2025-10-02,5.4881
2025-10-03,5.4881
2025-10-06,5.4881
2025-10-07,5.4881
2025-10-08,5.4251
2025-10-09,5.4251
2025-10-10,5.4251
2025-10-13,5.4251
2025-10-14,5.4251
2025-10-15,5.435
2025-10-16,5.435
2025-10-17,5.435
2025-10-20,5.435
2025-10-21,5.435
2025-10-22,5.435
2025-10-23,5.4593
2025-10-24,5.4593
2025-10-27,5.4593
2025-10-28,5.4593
2025-10-29,5.458
2025-10-30,5.458
2025-10-31,5.458
2025-11-03,5.458
2025-11-04,5.458
2025-11-05,5.458
2025-11-06,5.4485
2025-11-07,5.4485
2025-11-10,5.4485
2025-11-11,5.4485
2025-11-12,5.4312
2025-11-13,5.4312
2025-11-14,5.4312
2025-11-17,5.4312
2025-11-18,5.4312
2025-11-19,5.3826
2025-11-20,5.3826
2025-11-21,5.3826
2025-11-24,5.3826
2025-11-25,5.3826
2025-11-26,5.3633
2025-11-27,5.3633
2025-11-28,5.3633
2025-12-01,5.3633
2025-12-02,5.3633
2025-12-03,5.348
2025-12-04,5.348
2025-12-05,5.348
2025-12-08,5.348
2025-12-09,5.348
2025-12-10,5.2702
2025-12-11,5.2702
2025-12-12,5.2702
2025-12-15,5.2702
2025-12-16,5.2702
2025-12-17,5.278
2025-12-18,5.278
2025-12-19,5.278
2025-12-22,5.278
2025-12-23,5.278
2025-12-24,5.2579
2025-12-25,5.2579
2025-12-26,5.2579
2025-12-29,5.2579
2025-12-30,5.2579
2025-12-31,5.2579
2026-01-01,5.2579
2026-01-02,5.2579
2026-01-05,5.2579
2026-01-06,5.2579
2026-01-07,5.311
2026-01-08,5.311
2026-01-09,5.311
2026-01-12,5.311
2026-01-13,5.311
2026-01-14,5.3447
2026-01-15,5.3447
2026-01-16,5.3447
2026-01-19,5.3447
2026-01-20,5.3447
2026-01-21,5.4889
2026-01-22,5.4889
2026-01-23,5.4889
2026-01-26,5.4889
2026-01-27,5.4889
2026-01-28,5.4997
2026-01-29,5.4997
2026-01-30,5.4997
2026-02-02,5.4997
2026-02-03,5.4997
2026-02-04,5.3447
2026-02-05,5.3447
2026-02-06,5.3447
2026-02-09,5.3447
2026-02-10,5.3447
2026-02-11,5.32
2026-02-12,5.32
2026-02-13,5.32
2026-02-16,5.32
2026-02-17,5.32
2026-02-18,5.3176
2026-02-19,5.3176
2026-02-20,5.3176
2026-02-23,5.3176
2026-02-24,5.3176
2026-02-25,5.2998
2026-02-26,5.2998
2026-02-27,5.2998
2026-03-02,5.2998
2026-03-03,5.2998
2026-03-04,5.3126
2026-03-05,5.3126
2026-03-06,5.3126
2026-03-09,5.3126
2026-03-10,5.3126
2026-03-11,5.3171
2026-03-12,5.3171
2026-03-13,5.3171
2026-03-16,5.3171
2026-03-17,5.3171
2026-03-18,5.3278
2026-03-19,5.3278
2026-03-20,5.3278
2026-03-23,5.3278
2026-03-24,5.3278
